invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I102330,C552450,Male,18,Clothing,4,1200.32,Cash,17-10-2022,"Mall of Istanbul"
I102332,C116250,Female,68,Technology,5,5250.00,Cash,05-08-2022,"Istinye Park"
I102340,C293553,Male,37,Clothing,4,1200.32,"Debit Card",20-09-2021,"Istinye Park"
I102344,C411285,Female,61,Shoes,3,1800.51,Cash,15-03-2022,Metrocity
I102345,C329679,Male,28,Clothing,4,1200.32,Cash,29-01-2021,Kanyon
I102347,C229953,Male,19,Clothing,4,1200.32,"Credit Card",30-08-2022,"Istinye Park"
I102348,C964439,Male,62,Clothing,2,600.16,"Credit Card",03-03-2023,"Emaar Square Mall"
I102355,C209984,Male,63,Souvenir,5,58.65,Cash,28-01-2022,"Forum Istanbul"
I102361,C831180,Female,25,Clothing,2,600.16,Cash,28-04-2022,Metrocity
I102365,C186468,Male,18,Clothing,1,300.08,Cash,20-11-2022,Metrocity
I102371,C173386,Male,18,Clothing,1,300.08,"Credit Card",05-09-2022,"Istinye Park"
I102374,C533960,Female,49,Shoes,3,1800.51,Cash,23-11-2022,"Mall of Istanbul"
I102375,C305450,Female,56,Souvenir,1,11.73,Cash,17-01-2022,"Mall of Istanbul"
I102376,C271700,Female,47,Clothing,2,600.16,Cash,24-07-2021,"Viaport Outlet"
I102377,C124677,Female,35,Clothing,3,900.24,"Credit Card",07-09-2022,"Zorlu Center"
I102389,C455912,Male,24,Cosmetics,3,121.98,"Credit Card",12-06-2022,"Mall of Istanbul"
I102395,C316538,Female,48,Cosmetics,4,162.64,Cash,12-01-2021,Metrocity
I102396,C334331,Male,53,Shoes,4,2400.68,Cash,08-04-2022,Metrocity
I102397,C246554,Male,56,Clothing,3,900.24,"Credit Card",30-06-2021,Kanyon
I102398,C766818,Male,24,Books,5,75.75,Cash,28-06-2021,"Istinye Park"
I102403,C610622,Female,41,Clothing,3,900.24,Cash,27-11-2022,Kanyon
I102404,C142061,Male,38,Clothing,4,1200.32,"Credit Card",13-12-2021,"Mall of Istanbul"
I102405,C296119,Male,23,Technology,4,4200.00,"Credit Card",17-09-2022,"Istinye Park"
I102408,C112153,Female,58,Clothing,5,1500.40,"Credit Card",08-07-2022,"Mall of Istanbul"
I102413,C408282,Male,39,Shoes,2,1200.34,"Debit Card",25-01-2021,Kanyon
I102415,C279084,Female,47,Shoes,5,3000.85,Cash,03-07-2021,Metrocity
I102416,C318747,Male,45,Cosmetics,4,162.64,"Credit Card",10-05-2021,"Emaar Square Mall"
I102417,C381679,Female,44,"Food & Beverage",4,20.92,"Debit Card",16-06-2021,Metrocity
I102427,C309294,Male,41,Souvenir,5,58.65,"Debit Card",12-12-2022,"Mall of Istanbul"
I102433,C215256,Female,20,Toys,2,71.68,"Debit Card",19-01-2021,"Mall of Istanbul"
I102437,C329779,Female,54,Clothing,2,600.16,Cash,17-11-2021,Kanyon
I102440,C583660,Female,68,Clothing,3,900.24,"Credit Card",18-12-2022,"Viaport Outlet"
I102443,C998094,Female,53,Shoes,2,1200.34,Cash,25-09-2022,Metrocity
I102444,C310499,Female,28,Toys,1,35.84,"Debit Card",23-03-2021,Metrocity
I102451,C127080,Female,18,Cosmetics,4,162.64,"Credit Card",24-01-2021,"Istinye Park"
I102453,C125666,Male,61,Clothing,5,1500.40,"Debit Card",02-10-2022,"Emaar Square Mall"
I102459,C379128,Female,55,Clothing,4,1200.32,"Debit Card",25-07-2021,"Forum Istanbul"
I102460,C944064,Female,58,Clothing,5,1500.40,Cash,30-07-2022,"Mall of Istanbul"
I102468,C450900,Female,49,Clothing,3,900.24,"Credit Card",01-01-2023,Kanyon
I102470,C240359,Male,60,Shoes,5,3000.85,"Credit Card",10-02-2022,"Mall of Istanbul"
I102477,C137641,Male,33,Technology,5,5250.00,"Debit Card",27-03-2022,"Mall of Istanbul"
I102480,C264394,Male,28,Souvenir,2,23.46,Cash,24-02-2021,"Metropol AVM"
I102481,C521673,Male,66,Shoes,4,2400.68,"Credit Card",22-04-2022,Kanyon
I102483,C179176,Female,34,Toys,5,179.20,Cash,05-04-2021,Metrocity
I102486,C142171,Male,35,Clothing,5,1500.40,Cash,20-11-2022,"Istinye Park"
I102487,C104393,Male,35,Clothing,1,300.08,"Credit Card",03-02-2021,Kanyon
I102488,C217895,Male,57,Cosmetics,5,203.30,Cash,21-05-2021,"Istinye Park"
I102489,C180255,Male,56,"Food & Beverage",2,10.46,"Debit Card",25-11-2021,Kanyon
I102490,C191187,Female,35,Souvenir,4,46.92,"Credit Card",18-12-2022,"Mall of Istanbul"
I102491,C534732,Female,41,Shoes,2,1200.34,"Credit Card",15-09-2022,"Metropol AVM"
I102494,C260867,Male,47,Clothing,4,1200.32,"Debit Card",25-05-2022,Kanyon
I102495,C179897,Male,48,Clothing,2,600.16,Cash,13-09-2021,Metrocity
I102497,C299013,Male,63,Clothing,1,300.08,"Credit Card",17-09-2022,"Mall of Istanbul"
I102500,C973474,Female,28,Clothing,3,900.24,"Credit Card",16-05-2022,"Mall of Istanbul"
I102501,C634728,Male,54,Clothing,3,900.24,"Credit Card",29-09-2021,"Istinye Park"
I102502,C256344,Female,53,"Food & Beverage",1,5.23,"Debit Card",27-10-2021,Kanyon
I102504,C287619,Female,34,Clothing,4,1200.32,"Debit Card",17-10-2022,Metrocity
I102509,C164347,Female,22,Technology,5,5250.00,"Debit Card",06-11-2022,"Viaport Outlet"
I102512,C199702,Male,61,Shoes,2,1200.34,"Credit Card",09-10-2021,"Forum Istanbul"
I102513,C317824,Male,61,Clothing,3,900.24,"Credit Card",16-10-2022,"Istinye Park"
I102514,C310453,Female,46,"Food & Beverage",5,26.15,"Debit Card",16-01-2021,Kanyon
I102518,C904918,Female,46,Shoes,1,600.17,"Credit Card",22-06-2021,Kanyon
I102520,C531894,Female,33,Books,4,60.60,"Credit Card",22-01-2021,"Emaar Square Mall"
I102521,C314327,Female,23,"Food & Beverage",2,10.46,"Credit Card",15-08-2021,"Emaar Square Mall"
I102525,C240268,Male,61,Cosmetics,1,40.66,Cash,16-01-2022,Kanyon
I102526,C317197,Male,33,Cosmetics,3,121.98,"Credit Card",01-03-2022,"Cevahir AVM"
I102528,C279943,Male,45,Toys,3,107.52,"Debit Card",23-06-2022,"Viaport Outlet"
I102533,C363843,Female,25,Clothing,3,900.24,Cash,04-04-2021,"Emaar Square Mall"
I102534,C522955,Female,46,Clothing,4,1200.32,"Debit Card",30-11-2022,Metrocity
I102535,C194716,Male,34,Shoes,1,600.17,Cash,20-02-2021,"Metropol AVM"
I102541,C369611,Female,55,Cosmetics,3,121.98,"Credit Card",27-02-2021,"Metropol AVM"
I102542,C860947,Female,34,Clothing,2,600.16,"Credit Card",12-04-2021,"Mall of Istanbul"
I102543,C252688,Female,22,Souvenir,2,23.46,"Credit Card",05-03-2021,Kanyon
I102546,C307847,Female,30,Shoes,2,1200.34,Cash,06-10-2021,"Metropol AVM"
I102547,C941147,Female,62,Clothing,2,600.16,"Debit Card",20-06-2021,"Zorlu Center"
I102553,C153282,Male,45,Toys,4,143.36,Cash,12-05-2022,Metrocity
I102556,C315965,Male,26,Clothing,1,300.08,Cash,16-01-2023,Kanyon
I102558,C153506,Female,30,Clothing,5,1500.40,"Debit Card",14-09-2021,"Metropol AVM"
I102559,C839296,Female,31,Books,4,60.60,Cash,23-02-2022,"Mall of Istanbul"
I102561,C220525,Male,63,Clothing,3,900.24,"Credit Card",27-10-2021,Metrocity
I102562,C272836,Female,48,Toys,5,179.20,Cash,16-09-2022,"Mall of Istanbul"
I102564,C152318,Female,49,Clothing,5,1500.40,Cash,13-06-2021,Metrocity
I102567,C441192,Female,21,Clothing,1,300.08,"Credit Card",06-03-2023,Kanyon
I102569,C162413,Male,43,Cosmetics,4,162.64,"Credit Card",24-11-2022,"Zorlu Center"
I102573,C602990,Female,62,Shoes,2,1200.34,Cash,23-08-2022,"Mall of Istanbul"
I102578,C207183,Female,36,Clothing,3,900.24,Cash,22-02-2021,Metrocity
I102587,C255931,Female,32,"Food & Beverage",2,10.46,Cash,02-01-2023,Kanyon
I102589,C770363,Male,44,Clothing,3,900.24,"Debit Card",27-10-2022,"Cevahir AVM"
I102595,C256607,Female,48,"Food & Beverage",2,10.46,Cash,09-08-2021,Metrocity
I102600,C425591,Male,48,Clothing,1,300.08,"Credit Card",13-05-2022,"Mall of Istanbul"
I102604,C286659,Male,26,Shoes,3,1800.51,Cash,03-07-2021,"Mall of Istanbul"
I102607,C905205,Female,65,Shoes,4,2400.68,"Credit Card",28-03-2021,"Metropol AVM"
I102610,C167297,Female,37,"Food & Beverage",3,15.69,"Credit Card",24-03-2022,"Istinye Park"
I102612,C210929,Female,66,Clothing,2,600.16,"Credit Card",29-09-2022,"Mall of Istanbul"
I102613,C602495,Female,50,Shoes,1,600.17,Cash,26-05-2021,"Istinye Park"
I102619,C279714,Female,23,Clothing,2,600.16,"Credit Card",12-05-2022,Metrocity
I102623,C191191,Male,58,Cosmetics,4,162.64,"Credit Card",27-08-2022,"Zorlu Center"
I102625,C305261,Male,26,Shoes,2,1200.34,Cash,28-05-2021,"Zorlu Center"
I102628,C800190,Male,31,Clothing,1,300.08,"Credit Card",01-12-2022,"Cevahir AVM"
I102629,C103453,Male,46,Clothing,5,1500.40,"Credit Card",28-03-2021,"Mall of Istanbul"
I102632,C247827,Male,55,Clothing,1,300.08,"Credit Card",02-03-2023,Kanyon
I102634,C205293,Male,20,Clothing,3,900.24,"Credit Card",18-02-2023,"Forum Istanbul"
I102635,C162707,Female,50,Clothing,4,1200.32,Cash,13-01-2021,"Emaar Square Mall"
I102636,C988123,Male,67,Cosmetics,3,121.98,Cash,02-01-2021,Kanyon
I102641,C148509,Male,52,Cosmetics,4,162.64,"Credit Card",23-06-2022,"Mall of Istanbul"
I102642,C626080,Male,43,Shoes,2,1200.34,"Credit Card",01-02-2023,"Viaport Outlet"
I102645,C156538,Male,46,Books,1,15.15,"Credit Card",14-10-2021,Kanyon
I102647,C208778,Female,35,Cosmetics,5,203.30,Cash,21-11-2021,"Zorlu Center"
I102652,C134226,Female,67,Clothing,1,300.08,Cash,15-08-2021,"Metropol AVM"
I102653,C144135,Female,33,Clothing,1,300.08,Cash,20-10-2021,Kanyon
I102656,C317978,Male,43,Books,5,75.75,"Credit Card",20-07-2021,Metrocity
I102666,C114925,Male,66,Shoes,5,3000.85,Cash,03-01-2022,"Mall of Istanbul"
I102669,C172671,Male,40,Clothing,1,300.08,"Credit Card",12-11-2021,Kanyon
I102675,C936544,Female,45,"Food & Beverage",2,10.46,Cash,27-12-2021,"Istinye Park"
I102677,C149751,Male,20,Shoes,3,1800.51,"Credit Card",05-04-2022,"Emaar Square Mall"
I102681,C298900,Female,19,Clothing,1,300.08,"Credit Card",24-09-2022,Metrocity
I102686,C128656,Female,41,Clothing,3,900.24,"Credit Card",27-11-2022,Kanyon
I102690,C177682,Male,59,Cosmetics,3,121.98,"Debit Card",07-11-2022,"Mall of Istanbul"
I102691,C253781,Female,35,Souvenir,3,35.19,"Credit Card",06-10-2021,"Metropol AVM"
I102692,C340001,Female,65,"Food & Beverage",2,10.46,Cash,25-04-2021,"Mall of Istanbul"
I102694,C782676,Female,65,Shoes,5,3000.85,Cash,19-07-2021,"Mall of Istanbul"
I102697,C232551,Male,54,Clothing,2,600.16,"Debit Card",08-06-2022,Metrocity
I102700,C378568,Female,57,Clothing,4,1200.32,Cash,25-01-2021,"Mall of Istanbul"
I102703,C110600,Female,40,Technology,5,5250.00,"Credit Card",11-10-2022,"Mall of Istanbul"
I102713,C259637,Female,27,Shoes,1,600.17,Cash,26-05-2022,Metrocity
I102714,C182058,Female,63,Clothing,3,900.24,"Debit Card",04-03-2021,"Mall of Istanbul"
I102715,C837237,Male,41,Clothing,3,900.24,"Debit Card",20-10-2022,"Istinye Park"
I102716,C231411,Female,27,Toys,3,107.52,"Credit Card",15-11-2022,Metrocity
I102719,C480086,Female,45,Technology,1,1050.00,Cash,24-04-2021,"Mall of Istanbul"
I102721,C102359,Male,57,Toys,3,107.52,"Credit Card",09-07-2022,Metrocity
I102725,C385326,Female,54,Toys,5,179.20,Cash,16-09-2022,Metrocity
I102726,C444281,Female,66,Clothing,2,600.16,"Credit Card",08-01-2023,"Cevahir AVM"
I102729,C216936,Female,44,Clothing,1,300.08,"Credit Card",03-01-2021,Metrocity
I102730,C181990,Male,57,Technology,4,4200.00,Cash,11-07-2022,"Mall of Istanbul"
I102732,C719232,Male,50,Clothing,5,1500.40,Cash,24-09-2021,"Zorlu Center"
I102734,C134006,Female,48,Clothing,5,1500.40,"Debit Card",08-06-2021,Metrocity
I102735,C662013,Female,55,Shoes,4,2400.68,"Debit Card",22-02-2023,"Zorlu Center"
I102737,C112982,Female,68,Technology,3,3150.00,Cash,09-08-2022,"Mall of Istanbul"
I102751,C224224,Female,67,Technology,2,2100.00,"Credit Card",28-09-2022,Metrocity
I102754,C760072,Female,58,Shoes,2,1200.34,Cash,13-09-2021,"Emaar Square Mall"
I102758,C778349,Female,35,"Food & Beverage",1,5.23,Cash,01-12-2022,"Metropol AVM"
I102759,C174415,Female,28,Clothing,2,600.16,"Credit Card",26-03-2022,"Mall of Istanbul"
I102760,C158547,Female,64,"Food & Beverage",1,5.23,"Credit Card",02-09-2021,"Viaport Outlet"
I102761,C333330,Female,23,Cosmetics,1,40.66,Cash,19-03-2021,"Mall of Istanbul"
I102764,C102832,Female,41,Clothing,3,900.24,"Credit Card",19-08-2022,"Metropol AVM"
I102766,C200431,Male,40,Books,2,30.30,"Debit Card",07-01-2021,"Emaar Square Mall"
I102767,C203666,Female,20,Cosmetics,5,203.30,"Credit Card",07-01-2022,"Viaport Outlet"
I102773,C287506,Female,35,Cosmetics,1,40.66,"Credit Card",05-01-2023,Kanyon
I102776,C214209,Female,22,Clothing,4,1200.32,Cash,06-11-2021,Metrocity
I102782,C105352,Female,51,Souvenir,5,58.65,Cash,01-11-2021,"Mall of Istanbul"
I102783,C816576,Female,56,"Food & Beverage",1,5.23,Cash,05-02-2023,"Istinye Park"
I102786,C969271,Female,35,Clothing,2,600.16,Cash,29-06-2022,"Emaar Square Mall"
I102790,C193288,Female,21,Clothing,5,1500.40,"Debit Card",20-07-2022,"Cevahir AVM"
I102792,C766287,Male,35,Souvenir,1,11.73,"Credit Card",17-07-2022,Kanyon
I102797,C129206,Male,52,Cosmetics,2,81.32,"Credit Card",12-01-2023,"Mall of Istanbul"
I102799,C704920,Male,33,Shoes,5,3000.85,"Debit Card",20-04-2021,"Viaport Outlet"
I102800,C211156,Female,40,Shoes,1,600.17,"Credit Card",02-01-2022,"Viaport Outlet"
I102801,C288748,Female,69,Clothing,1,300.08,"Credit Card",01-05-2022,Metrocity
I102802,C107887,Female,22,Souvenir,3,35.19,"Debit Card",24-07-2021,"Zorlu Center"
I102818,C156505,Male,57,Toys,1,35.84,"Credit Card",12-01-2021,"Emaar Square Mall"
I102819,C309720,Male,53,"Food & Beverage",2,10.46,Cash,26-10-2022,"Zorlu Center"
I102824,C194938,Male,27,Clothing,5,1500.40,"Debit Card",12-11-2022,"Istinye Park"
I102825,C150885,Female,65,Clothing,4,1200.32,Cash,01-09-2022,Metrocity
I102832,C146777,Female,40,Shoes,2,1200.34,Cash,20-06-2022,"Istinye Park"
I102836,C279148,Male,64,Books,3,45.45,"Debit Card",07-03-2022,"Mall of Istanbul"
I102837,C320088,Female,21,Clothing,3,900.24,Cash,27-11-2021,Kanyon
I102840,C161257,Female,39,Toys,4,143.36,"Debit Card",27-05-2021,"Metropol AVM"
I102843,C235737,Female,48,"Food & Beverage",5,26.15,Cash,01-11-2021,Metrocity
I102845,C175442,Female,41,Souvenir,4,46.92,Cash,05-03-2023,Metrocity
I102847,C123536,Male,51,Souvenir,3,35.19,"Debit Card",09-03-2022,Kanyon
I102848,C252901,Female,59,Shoes,1,600.17,"Debit Card",13-01-2021,Kanyon
I102849,C251633,Female,69,Clothing,4,1200.32,"Credit Card",04-03-2021,"Mall of Istanbul"
I102855,C159521,Female,19,Clothing,2,600.16,Cash,15-10-2022,"Istinye Park"
I102873,C994454,Female,25,Toys,4,143.36,"Credit Card",24-08-2022,"Mall of Istanbul"
I102876,C283599,Female,18,Cosmetics,3,121.98,"Credit Card",27-02-2023,"Mall of Istanbul"
I102877,C505213,Female,29,Toys,4,143.36,Cash,25-11-2022,"Metropol AVM"
I102879,C380202,Female,26,"Food & Beverage",4,20.92,"Debit Card",03-09-2022,"Cevahir AVM"
I102881,C482255,Female,50,Clothing,2,600.16,Cash,21-09-2021,"Mall of Istanbul"
I102883,C114509,Female,22,"Food & Beverage",5,26.15,Cash,08-10-2021,Kanyon
I102884,C121907,Female,45,Toys,5,179.20,"Credit Card",22-03-2021,Metrocity
I102885,C216254,Male,42,"Food & Beverage",5,26.15,Cash,22-08-2022,Kanyon
I102886,C896170,Female,60,Clothing,1,300.08,"Credit Card",07-07-2022,"Forum Istanbul"
I102893,C264654,Male,66,Cosmetics,5,203.30,"Credit Card",03-08-2022,Kanyon
I102902,C603291,Male,58,Toys,1,35.84,Cash,28-11-2022,"Viaport Outlet"
I102905,C318145,Female,42,"Food & Beverage",5,26.15,"Credit Card",07-11-2021,Kanyon
I102906,C219499,Female,20,Toys,3,107.52,Cash,16-10-2021,Kanyon
I102917,C262929,Male,59,Clothing,3,900.24,"Debit Card",02-04-2021,Metrocity
I102923,C148421,Male,63,Toys,4,143.36,"Debit Card",21-09-2022,"Metropol AVM"
I102925,C217020,Female,27,Cosmetics,5,203.30,"Credit Card",13-01-2023,Metrocity
I102926,C319883,Female,60,"Food & Beverage",1,5.23,Cash,06-08-2022,"Cevahir AVM"
I102928,C211300,Male,60,Cosmetics,1,40.66,"Credit Card",04-03-2021,"Mall of Istanbul"
I102931,C318182,Male,26,Shoes,5,3000.85,"Debit Card",18-05-2022,"Mall of Istanbul"
I102935,C184509,Female,59,Cosmetics,1,40.66,Cash,16-06-2021,"Mall of Istanbul"
I102939,C100110,Female,28,Clothing,5,1500.40,"Credit Card",01-05-2022,Metrocity
I102941,C189039,Female,45,Cosmetics,2,81.32,Cash,14-05-2022,Metrocity
I102944,C105025,Male,33,Cosmetics,2,81.32,Cash,03-12-2021,"Forum Istanbul"
I102945,C287896,Female,34,Clothing,1,300.08,Cash,25-06-2022,Metrocity
I102946,C182144,Female,62,Clothing,3,900.24,Cash,30-11-2022,"Viaport Outlet"
I102954,C155342,Male,30,"Food & Beverage",4,20.92,Cash,06-02-2021,"Mall of Istanbul"
I102958,C332958,Female,54,Clothing,3,900.24,"Credit Card",02-11-2022,"Istinye Park"
I102960,C131004,Female,34,Technology,3,3150.00,"Credit Card",25-01-2021,"Mall of Istanbul"
I102964,C321846,Female,69,Shoes,2,1200.34,Cash,23-04-2021,"Viaport Outlet"
I102969,C166525,Female,62,Cosmetics,2,81.32,"Debit Card",17-04-2021,"Mall of Istanbul"
I102977,C316330,Female,30,Souvenir,4,46.92,"Credit Card",30-10-2022,"Metropol AVM"
I102979,C628682,Female,35,Souvenir,3,35.19,"Credit Card",23-01-2022,"Mall of Istanbul"
I102985,C191792,Male,42,Souvenir,2,23.46,"Debit Card",01-06-2021,"Mall of Istanbul"
I102989,C273531,Female,67,Shoes,2,1200.34,Cash,01-03-2021,"Cevahir AVM"
I102990,C296573,Male,22,Shoes,5,3000.85,"Credit Card",20-07-2022,Kanyon
I102991,C397967,Female,28,Books,3,45.45,"Credit Card",12-10-2021,Metrocity
I102993,C142692,Female,67,Clothing,2,600.16,"Credit Card",21-11-2022,"Forum Istanbul"
I102994,C262644,Female,69,Shoes,3,1800.51,"Debit Card",11-01-2022,"Mall of Istanbul"
I102999,C295992,Male,34,Toys,3,107.52,"Credit Card",17-08-2021,Metrocity
I103002,C245635,Female,62,"Food & Beverage",2,10.46,"Credit Card",03-07-2021,"Viaport Outlet"
I103004,C560575,Male,33,"Food & Beverage",1,5.23,Cash,04-02-2022,"Metropol AVM"
I103006,C258085,Male,41,Technology,4,4200.00,Cash,20-07-2022,"Cevahir AVM"
I103010,C260917,Female,51,Shoes,1,600.17,Cash,02-08-2021,Metrocity
I103014,C185481,Female,57,Clothing,4,1200.32,"Debit Card",03-07-2022,"Istinye Park"
I103016,C633152,Female,60,Clothing,4,1200.32,"Credit Card",12-07-2021,"Forum Istanbul"
I103019,C335724,Male,60,Shoes,2,1200.34,Cash,14-10-2022,"Forum Istanbul"
I103020,C327792,Female,27,Books,4,60.60,Cash,17-06-2021,"Mall of Istanbul"
I103021,C325728,Male,36,Books,1,15.15,"Debit Card",25-02-2023,"Mall of Istanbul"
I103026,C142823,Female,64,Shoes,1,600.17,Cash,21-10-2021,"Viaport Outlet"
I103028,C243168,Female,22,Toys,4,143.36,"Credit Card",24-08-2021,"Zorlu Center"
I103029,C213516,Female,18,Toys,5,179.20,Cash,21-06-2021,"Mall of Istanbul"
I103031,C228178,Female,55,Toys,5,179.20,Cash,17-09-2021,Kanyon
I103032,C317778,Male,65,Clothing,2,600.16,"Debit Card",06-09-2022,Kanyon
I103033,C960822,Female,38,Technology,2,2100.00,"Debit Card",14-09-2021,"Zorlu Center"
I103035,C155712,Male,21,Clothing,5,1500.40,"Debit Card",29-08-2021,Metrocity
I103036,C992589,Female,39,Cosmetics,2,81.32,Cash,18-08-2022,"Istinye Park"
I103044,C367741,Female,48,Clothing,5,1500.40,Cash,13-06-2021,"Viaport Outlet"
I103045,C267316,Female,62,Shoes,1,600.17,Cash,24-08-2022,Metrocity
I103046,C208145,Female,33,"Food & Beverage",1,5.23,"Credit Card",26-01-2021,"Emaar Square Mall"
I103055,C315737,Male,44,Cosmetics,4,162.64,"Credit Card",17-07-2022,Metrocity
I103056,C258161,Male,34,"Food & Beverage",4,20.92,"Credit Card",18-05-2022,"Mall of Istanbul"
I103059,C264391,Female,67,Cosmetics,1,40.66,"Debit Card",20-06-2022,Metrocity
I103061,C603549,Female,41,Clothing,2,600.16,Cash,17-01-2021,"Mall of Istanbul"
I103062,C232094,Female,53,"Food & Beverage",5,26.15,"Credit Card",11-02-2023,Kanyon
I103064,C274479,Female,36,Toys,2,71.68,Cash,04-03-2023,Metrocity
I103065,C205710,Male,31,Books,2,30.30,"Credit Card",14-03-2021,"Mall of Istanbul"
I103066,C340003,Male,66,Clothing,1,300.08,Cash,11-08-2021,"Mall of Istanbul"
I103067,C210847,Male,22,Toys,3,107.52,"Debit Card",25-11-2021,Kanyon
I103068,C115494,Male,69,Clothing,2,600.16,"Debit Card",21-03-2021,Kanyon
I103070,C754112,Male,19,Cosmetics,2,81.32,Cash,31-12-2021,Kanyon
I103071,C243412,Male,26,"Food & Beverage",5,26.15,Cash,09-12-2022,"Mall of Istanbul"
I103072,C170969,Male,20,Cosmetics,4,162.64,Cash,04-04-2022,"Forum Istanbul"
I103076,C288406,Female,24,Clothing,4,1200.32,"Debit Card",10-09-2021,"Viaport Outlet"
I103081,C119424,Female,68,"Food & Beverage",2,10.46,Cash,27-07-2022,"Mall of Istanbul"
I103082,C286580,Female,33,Books,3,45.45,"Credit Card",12-10-2022,Metrocity
I103083,C936888,Female,48,Cosmetics,4,162.64,Cash,15-02-2022,"Istinye Park"
I103085,C252697,Female,27,Clothing,2,600.16,"Credit Card",27-08-2022,Kanyon
I103086,C285452,Female,52,Cosmetics,4,162.64,Cash,17-08-2022,Metrocity
